id,song,artist,album,popularity,duration,emotion,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valance,tempo
1EwyAL8SdJpIX0M9b1ArAp,Somewhere Only We Know,Valentin,Somewhere Only We Know,0,193750,happy,0.472,0.305,8,-11.465,1,0.0295,0.84,0,0.142,0.584,165.9
1wHSxWBfPr3GO31y8KGrWe,Wish You Were Here - 2011 Remastered Version,Pink Floyd,Wish You Were Here [2011 - Remaster] (2011 Remastered Version),0,334743,happy,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.883
6vG1pcmNGdG6Vu62I9nLGL,K.,Rosie Carney,K.,49,269000,happy,0.348,0.226,3,-10.918,1,0.0386,0.962,0.00483,0.135,0.173,129.251
5a6pdCHlWS2ekOOQ70QnAr,July,Noah Cyrus,July,1,156106,happy,0.708,0.186,9,-8.953,0,0.0422,0.868,0,0.0779,0.321,72.541
06qUEhhx6jKQmhj2qAkn4H,Trying My Best,Anson Seabra,Trying My Best,0,222467,happy,0.561,0.0587,5,-17.819,1,0.0762,0.95,0,0.0828,0.342,143.027
7ggHQsGP7K3V65lqBwleWO,I'm with You,LEFT.,I'm with You,46,184363,happy,0.587,0.468,7,-10.316,0,0.0386,0.544,0.000154,0.1,0.176,82.426
7sTtHHrD0zDpmzQzH3zegz,Consequences,Camila Cabello,Camila,69,178466,happy,0.455,0.292,0,-6.792,1,0.0563,0.889,0,0.106,0.43,84.339
0ewX9JsKy9oa4IifkFSroa,Slow It Down,The Lumineers,The Lumineers,0,305346,happy,0.423,0.0657,1,-14.421,1,0.0386,0.928,1.4e-06,0.0922,0.105,98.489
0pdKRp2sUthTPe7RLWpPqQ,You're Somebody Else,flora cash,You're Somebody Else,76,218883,happy,0.713,0.452,1,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963
3U4isOIWM3VvDubwSI3y7a,All of Me,John Legend,Love In The Future (Expanded Edition),87,269560,happy,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93
5Iy1wdO0tMaHwKnfFYtlel,Cursive,Billie Marten,As Long As - EP,62,240400,happy,0.494,0.267,0,-11.54,1,0.0308,0.935,5.58e-05,0.128,0.166,115.117
13PUJCvdTSCT1dn70tlGdm,"Welcome Home, Son",Radical Face,Ghost,0,285320,happy,0.601,0.537,6,-9.464,1,0.0296,0.743,0.732,0.143,0.394,144.994
1jeH74UaH5xFnLo73haMQl,Hazy Memories,Caravn,Hazy Memories,33,177142,happy,0.455,0.317,9,-8.031,1,0.0448,0.9,0,0.0962,0.44,71.113
1ZekzmhuM380sFcUZePjmL,Teardrop - Remastered 2006,Massive Attack,Bite Size Massive Attack,0,328026,happy,0.612,0.463,11,-7.653,0,0.035,0.0204,0.653,0.183,0.17,76.98
1RPXpk7oHjhEVvNSDtHruZ,I Wanna Bitch Like Dillion Harper,KAMAARA,Next Time You See Me I'll Be Dead on Your Doorstep ||,59,105971,fearful,0.771,0.872,8,-4.996,1,0.321,0.0739,2.82e-05,0.137,0.51,144.956
4QzeLM4ENfo3C3a65IDQHE,Soup For Dogs,Istasha,Soup For Dogs,36,138528,fearful,0.78,0.808,8,-9.633,0,0.448,0.134,0.000385,0.0784,0.361,158.018
3pXVmZh293nWtqxildz9jf,Miss YOU!,CORPSE,Miss YOU!,70,92856,fearful,0.792,0.829,2,-6.612,1,0.256,0.00103,0.0755,0.582,0.17,93.044
7bCfHiRcfUjG0YVVNUL7Ve,E-GIRLS ARE RUINING MY LIFE!,CORPSE,E-GIRLS ARE RUINING MY LIFE!,76,105176,fearful,0.614,0.937,1,-7.443,1,0.115,0.00161,0.00136,0.103,0.386,84.98
2NnJpRXIlx35Vij3bPZO0h,DAYWALKER! (feat. CORPSE),Machine Gun Kelly,DAYWALKER! (feat. CORPSE),73,137746,fearful,0.632,0.922,7,-2.173,1,0.0794,0.00558,1.81e-05,0.0927,0.497,88.972
7v4pPS4A7NgY7bxFA3Etv3,HOT DEMON B!TCHES NEAR U ! ! !,CORPSE,HOT DEMON B!TCHES NEAR U ! ! !,78,96000,fearful,0.788,0.764,7,-4.054,1,0.254,0.00918,0,0.224,0.841,100.095
4tkfqDjIzBQUywrG0y8Noe,Feasting.On.The.Guts.Of.Angels.,Grim Salvo,Feasting.On.The.Guts.Of.Angels.,53,235380,fearful,0.75,0.922,8,-6.481,0,0.089,0.217,4.23e-05,0.283,0.723,129.992
2cPxTPqijwFVpLxfszJnxQ,Squishy Caterpillars Riding On Bullets,Istasha,Squishy Caterpillars Riding On Bullets,44,230322,fearful,0.72,0.683,10,-7.794,0,0.0537,0.0238,0.59,0.538,0.299,124.029
3AQdBQPDyHQpEauct5Fiu6,White Tee - Alternate Bass Boosted Version,CORPSE,White Tee (Alternate Bass Boosted Version),62,121846,fearful,0.892,0.834,1,-3.413,1,0.194,0.00455,0.00172,0.319,0.388,130.042
4SPBwOTXgku4QvmRtMEGfW,Cat Girls Are Ruining My Life!,CORPSE,Cat Girls Are Ruining My Life!,68,97317,fearful,0.644,0.883,1,-6.985,1,0.473,0.0119,0,0.377,0.522,164.158
44NWKA3vUBO6TL1Bon1W0k,TECHNO THOT!,KAMAARA,TrenchBoy||,45,124114,fearful,0.67,0.891,1,-4.181,1,0.17,0.000907,0,0.131,0.176,100.021
0JEsKJGjxpfdzzqQGwizOI,Surfing With Lippincott,Istasha,Djuphavsgraven,27,156923,fearful,0.666,0.866,11,-5.759,0,0.644,0.0474,0.00142,0.382,0.291,182.072
40x0fGniIb1we6v9Ku6Y1L,The Trail Runs Cold,Istasha,Djuphavsgraven,27,137987,fearful,0.64,0.913,1,-5.596,0,0.765,0.0142,0,0.397,0.446,181.995
6MknWxVxaShYEmx2BEaWZk,Fever Dreams,Istasha,Fever Dreams,47,113113,fearful,0.876,0.784,2,-7.438,1,0.122,0.000912,0.192,0.141,0.399,107.003
7DnzFv13xi3ww9Zt4LuPL5,White Noise,Istasha,Down the Infinite Well,44,124278,fearful,0.797,0.984,6,-0.636,1,0.312,0.0595,0.000112,0.17,0.515,174.001
0SiLtq2UDJkQ45IR5YCQrK,"Hypothetically, We All Know Where This Is Going",Istasha,"Hypothetically, We All Know Where This Is Going",41,222545,fearful,0.727,0.488,11,-12.845,1,0.278,0.0348,0.0132,0.146,0.176,110.055
0juT93wLSpFwV3euDIemQd,Canvas,Istasha,Djuphavsgraven,28,147647,fearful,0.859,0.868,11,-4.432,0,0.29,0.114,0.000184,0.364,0.395,101.959
04bEhujOxzNrXeideMtFuR,Never Satisfied,CORPSE,Never Satisfied,67,119431,fearful,0.561,0.964,1,-6.593,1,0.522,0.0118,3.78e-06,0.875,0.452,160.088
5BcRq1qZchaZIdUOTfU8AO,Neo Titanic,Istasha,Djuphavsgraven,26,176431,fearful,0.741,0.891,11,-5.656,0,0.309,0.276,0.000121,0.157,0.514,176.025
4CPjZTZ2nphfgVJYdlZFyJ,Mutiny,Istasha,Djuphavsgraven,29,176703,fearful,0.87,0.833,1,-5.363,1,0.281,0.00524,0.000195,0.181,0.512,123.991
5dNbKBCB99HLh0p9mjfur2,Come Get Your Omega-3,Istasha,Come Get Your Omega-3,45,134797,fearful,0.759,0.672,1,-7.907,1,0.221,0.0106,0,0.615,0.165,147.988
0xB3OtqKXH2OgPX1VWdJrx,Brickwall Brickwall Brickwall,Istasha,Brickwall Brickwall Brickwall,39,150000,fearful,0.776,0.712,1,-9.785,0,0.244,0.0147,0.00934,0.602,0.439,120.024
7gQlGAb4BDWWXahEONVjVn,Dr0nched In Sw0t,KAMAARA,TrenchBoy||,58,252482,fearful,0.6,0.856,9,-6.793,0,0.412,0.0396,0.000145,0.775,0.318,87.005
75KD8VdvYovyA7IjTSTIzK,USPS,KAMAARA,TrenchBoy||,43,173001,fearful,0.789,0.92,6,-5.798,0,0.204,0.0739,8.23e-05,0.11,0.94,172.105
5fcYKtJMNTiBltDsT7SpzA,Fuck ALL the Pain,KAMAARA,Cowboy Cutie,50,117809,fearful,0.348,0.963,7,-4.516,1,0.655,0.0748,3.6e-05,0.346,0.543,126.52
5IlnmN5Hs9kvRsbP6pyejP,https://murder. com,7xvn,https://murder. com,48,65410,fearful,0.813,0.653,7,-8.841,1,0.307,0.228,0.177,0.0753,0.632,150.05
2IiTLiKJbyuua5vh0jD6HT,Bully,KAMAARA,TrenchBoy||,47,99130,fearful,0.666,0.913,9,-6.546,1,0.215,0.00113,2.52e-05,0.122,0.719,178.042
7wzbufdRtWncYjcUrmk01B,TrenchWorld,KAMAARA,TrenchBoy||,56,222876,fearful,0.385,0.963,10,-4.483,1,0.119,0.0057,0.00197,0.25,0.522,155.025
5Q7JUXXghzKqPPS2IrJK8O,a mosh pit love story,Savage Ga$p,a mosh pit love story,49,117394,fearful,0.582,0.961,5,-4.662,1,0.436,0.00478,0,0.637,0.725,175.032
1oryb08UXW3abRfyLzWQ9k,onlyfans.com/sommerray,KAMAARA,TrenchBoy||,38,235535,fearful,0.831,0.957,10,-6.268,1,0.231,0.00438,0.000221,0.245,0.857,130.038
1RuFnaC0MgVMmJorDJSpgG,"Somewhat Interesting, Mostly Placebo",Istasha,"Somewhat Interesting, Mostly Placebo",38,210674,fearful,0.693,0.617,10,-13.142,0,0.487,0.0175,0.0513,0.041,0.371,177.866
0nw3E6WwFR8vW3vxOvaUYV,Wasp Tongue,Istasha,Wasp Tongue,42,125735,fearful,0.835,0.506,1,-9.543,1,0.0641,0.0337,0.154,0.092,0.145,105.021
7oDUCu36rMex65tc03C8er,RUN UP!,iamjakehill,RUN UP!,60,139005,fearful,0.598,0.834,1,-4.79,1,0.196,0.123,0,0.338,0.603,84.488
6VwBj1x2WgEBZPxYhOm7g7,Rigor Mortis,Original God,Antagonist,48,143000,fearful,0.677,0.962,7,-0.814,1,0.284,0.11,0.325,0.496,0.509,95.025
7Cq27Qc3WRyQ3ddwVslpVZ,Heart Attack,Scarlxrd,Chaxsthexry,67,193567,fearful,0.585,0.895,11,-3.663,0,0.136,0.0505,0.00423,0.32,0.181,119.904
6hyUZdooUXpquHKHbte1FJ,владыка,Ghostemane,LXRDMAGE,55,114000,fearful,0.742,0.83,10,-9.024,0,0.345,0.0484,0.00079,0.454,0.749,80.029
0IZsObFK8hH1IWm1oJW3Ds,маг,Ghostemane,LXRDMAGE,61,160000,fearful,0.667,0.918,11,-7.299,1,0.292,0.00645,0.000254,0.0936,0.669,173.981
68S9nUryrRfdjavft0aQyX,навсегда,Ghostemane,LXRDMAGE,57,168250,fearful,0.743,0.828,1,-6.233,1,0.106,0.0415,0.5,0.134,0.21,150.01
5Sy5144ALSbBssUa6puFmD,SOUL SNATCH,Witchouse 40k,SOUL SNATCH,46,166153,fearful,0.752,0.875,11,-7.809,1,0.116,0.0131,0,0.5,0.349,104.057
16BOxCRVDsMYlgbzscMoFs,heartRACE,outsiderX,heartRACE,35,159786,fearful,0.308,0.978,2,-7.614,1,0.138,0.072,1.33e-05,0.15,0.613,168.026
5M829SzNTb13noMwswbVbV,RAGE TALK,ERU,RAGE TALK,33,126810,fearful,0.512,0.768,5,-9.29,0,0.31,0.0227,5.25e-06,0.132,0.435,91.928
40AsCBaiciFzwnEnjascVt,Ergot,Grim Salvo,Dolores,52,193530,fearful,0.457,0.763,1,-5.597,1,0.0881,0.0212,3.69e-05,0.24,0.346,99.576
6qwEeAl6Cl32odNr2GIMjm,EXORCIST,Kxllswxtch,KILL!,67,94235,fearful,0.779,0.911,1,-6.341,0,0.458,0.011,0,0.047,0.269,160.004
5nSXDikHZ5jyaNS1MqZXqD,Liu Kang,ONI INC.,Liu Kang,50,188000,fearful,0.474,0.87,5,-5.647,1,0.31,0.00823,0.00614,0.423,0.795,86.85
0vbzky4sadkAc257saxqtC,Red Rum,Sect Unit,Red Rum,32,106906,fearful,0.721,0.52,1,-13.456,0,0.224,0.285,0.28,0.131,0.0786,160.437
1UtQqnk6S1PX4P50o9Mcsc,Lurch.Lung,Grim Salvo,Lurch.Lung,44,236424,fearful,0.393,0.884,2,-5.947,1,0.355,0.0124,5.71e-06,0.0872,0.315,82.984
51NeM9IrhWtr6ZnfFpijWA,Catastrophic,gizmo,Catastrophic,54,132081,fearful,0.858,0.55,1,-7.559,1,0.112,0.0624,0.00409,0.0746,0.659,123.988
2xJxJEo5Bmw6K37ZqPrwXC,Snort Cocaine for Jesus,Istasha,Scrub Tape,52,140247,fearful,0.582,0.971,8,-4.137,1,0.317,0.000291,0.813,0.322,0.441,154.242
7HPY5EAOs3ryjWEDYsVakZ,BAD BLOOD,outsiderX,BAD BLOOD,51,192000,fearful,0.603,0.821,11,-7.696,1,0.0855,0.00112,0.000402,0.586,0.347,75.027
1osrWnGjARZkd2uy8wA9rj,Chemical Peel Freestyle,Grim Salvo,Dolores,41,163962,fearful,0.633,0.862,9,-7.167,1,0.384,0.103,1.41e-05,0.0563,0.624,169.839
7HmY8dAfOJ7IBMbc26LXMy,Benny Please Come Pick Me Up,Istasha,Benny Please Come Pick Me Up,32,141105,fearful,0.772,0.896,1,-7.709,1,0.167,0.118,0.483,0.768,0.281,99.475
09VtEQutBiEEXvCV1MDigF,10:1 Ikejime,Grim Salvo,10:1 Ikejime,43,181578,fearful,0.744,0.744,0,-5.957,1,0.226,0.0755,4.36e-05,0.105,0.807,152.012
2oSsd3E1D6D7MHgXJVPQu3,DON'T SAVE ME,TWENTYTHREE,DON'T SAVE ME,54,161433,fearful,0.716,0.739,1,-8.148,1,0.101,0.0145,0.8,0.115,0.0609,140.001
6zGtk544xlWZH5zzuBMpyF,Moth Grinder,Grim Salvo,Dolores,53,194651,fearful,0.693,0.699,11,-8.631,0,0.101,0.0671,0.0111,0.146,0.197,86.011
4t717hHZUTpXK9fl6n6pxN,CLOSE TIES,Grim Salvo,CLOSE TIES,45,195348,fearful,0.64,0.864,1,-6.311,1,0.219,0.0448,0.000827,0.116,0.323,171.922
0Dlc3BFS4l4A6B6m1Kw7v1,Koala Teeth,Istasha,Koala Teeth,40,169127,fearful,0.706,0.661,1,-11.185,1,0.178,0.00501,0.00776,0.184,0.591,149.09
4m3fvc42Jxda1bld6kOD9j,Hentai Bounce,ONI INC.,7DEMONS,47,187200,fearful,0.462,0.95,8,-1.827,1,0.496,0.00973,0.0269,0.313,0.572,99.983
77iJlK3UBnJ6ifrKHbvtbf,Ragnarok,XZARKHAN,RAGNAROK,44,138000,fearful,0.513,0.855,1,-6.778,1,0.361,0.0889,0,0.165,0.333,165.005
6VmBrjdQF1rkXLODBx1HLC,WARZONE,Vitamjn,WARZONE,24,121445,fearful,0.563,0.943,10,-1.78,0,0.353,0.00676,0,0.322,0.795,82.823
4SzxUhwXZfFDHdq7Ib5HxJ,I rest my case,Kuma the Third,I rest my case,59,105639,fearful,0.928,0.519,10,-8.762,0,0.3,0.105,0.0403,0.0542,0.765,99.952
44HTB1tVxwVDoRtUstaucO,Tinnitus,Lord Gasp,Tinnitus,1,132923,fearful,0.847,0.704,1,-6.053,1,0.131,0.0171,0.00186,0.102,0.435,97.53
2XwJZiV2lAr67CyBmK4xeC,The Heat From The Sun Is No,Istasha,Wax Figures In The Sky,42,164285,fearful,0.648,0.775,0,-9.874,1,0.213,0.0124,0.0493,0.174,0.268,84.005
70Sel93kyhDH0eTaGYSff3,When Your Son Is Venison,Istasha,Wax Figures In The Sky,30,118666,fearful,0.807,0.752,9,-9.786,1,0.4,0.00556,7.54e-05,0.0715,0.424,180.337
63M8ofeT9rOPsNaCf1VGmU,Infiltrate,OmenXIII,Hacker,46,246908,fearful,0.829,0.822,5,-8.176,1,0.341,0.0567,0.00179,0.487,0.155,139.994
7gea8ehRvneXkfPtbFcl2M,I Feel Dead,OmenXIII,Hacker,42,139936,fearful,0.707,0.663,10,-8.766,0,0.357,0.691,2.36e-05,0.155,0.545,150.994
7wPU6El7Qyh68aci3CBOf6,Night Walkers,OmenXIII,Hacker,20,139414,fearful,0.89,0.591,1,-6.337,1,0.355,0.624,0.773,0.0832,0.572,123.938
1bQFIbRprBgR5dZi5cwlRd,PALE ORCHARD,TWENTYTHREE,PALE ORCHARD,48,176031,fearful,0.649,0.684,5,-9.762,0,0.258,0.216,7.99e-05,0.501,0.346,92.499
2cWpNuyBL4trJFEvbY2OwV,WRONG STEP,TWENTYTHREE,WRONG STEP,46,168247,fearful,0.702,0.424,6,-11.269,0,0.0688,0.0816,0.000614,0.305,0.127,97.023
3kuXmMSeMPl2GztP91Y1MD,FeelTheBurn2020,KAMAARA,TrenchBoy||,33,110174,fearful,0.779,0.935,5,-5.866,0,0.24,0.038,0,0.59,0.865,165.85
4vMOcfoONcnMFNOn5KGGSz,Grape Ape,R9,Grape Ape,14,99706,fearful,0.72,0.923,1,-10.966,1,0.186,0.00606,1.57e-06,0.327,0.525,174.914
1PHiQZJ84ZJH1m6mienw1A,YOUDON'TKNOWME,NOVISION,YOUDON'TKNOWME,27,144744,fearful,0.733,0.868,1,-4.555,1,0.296,0.0265,0,0.122,0.403,146.074
2lUhsNyIamPMC4pGt0H3KV,MOCKSHEEP,Y$57,MOCKSHEEP,8,157718,fearful,0.647,0.775,1,-4.65,1,0.0363,0.000464,0,0.342,0.283,140.029
7l5GAw0cglUUnN7bKAz5ab,I Chose Violence,iamjakehill,I Chose Violence,67,139870,fearful,0.676,0.717,7,-8.641,1,0.323,0.323,0,0.118,0.451,162.016
3V099NYu3RpnO4bKqolwI4,Dried Out Feathers,Istasha,Dried Out Feathers,45,133716,fearful,0.647,0.765,11,-9.495,0,0.467,0.0113,0.00643,0.144,0.358,184.142
1jJqmhwqRk0ojRHIU9l74v,b!tch stop,lilbubblegum,b!tch stop,39,108638,fearful,0.869,0.813,6,-8.246,1,0.311,0.00445,0.00343,0.177,0.602,80.009
455rWKo3zlNl0hJ5bSMq49,Bible Black,Scarlxrd,Bible Black,53,190728,fearful,0.758,0.856,6,-2.923,0,0.0714,0.00237,1.68e-05,0.226,0.351,151.027
6moq1tqcuva009QzFoNW5V,Red Light,Scarlxrd,Dxxm II,52,138501,fearful,0.567,0.995,6,2.044,0,0.275,0.019,0,0.345,0.735,170.176
6oQbyJxwgFDsPYmJ4w9FRy,Bitch (feat. Rosa Chemical),Joe Scacchi,Bitch (feat. Rosa Chemical),29,178674,fearful,0.633,0.782,10,-6.358,0,0.152,0.0475,5.83e-06,0.148,0.451,122.091
3caD2FBFxYhlnJMdR19FJo,Perestroika,Istasha,Djuphavsgraven,29,156923,fearful,0.664,0.94,9,-4.578,1,0.316,0.0975,1.25e-06,0.325,0.516,78.018
7MxwI8gGaUAMXPrzncz72t,"I can be your angle, or yuor devil",Istasha,"I can be your angle, or yuor devil",39,228000,fearful,0.834,0.601,8,-8.591,1,0.15,0.161,0.0219,0.114,0.234,100.027
2qUuP1AaT9opDTyFFOnCiq,Abrakadabra,Sinoda,Abrakadabra,58,148212,fearful,0.853,0.395,8,-11.538,1,0.107,0.169,0,0.301,0.444,124.936
23ACiTCUoQAIrO2CUQM6eT,Nimdok,Istasha,Nimdok,25,150587,fearful,0.858,0.907,1,-5.477,1,0.401,0.171,0.00212,0.247,0.564,166.048
3ZRjBcI50Ejs0NY8cRkE0l,WE CAN'T AGREE WHAT TO NAME THIS SONG,Lil Darkie,WE CAN'T AGREE WHAT TO NAME THIS SONG,41,733208,fearful,0.43,0.909,5,-2.969,0,0.456,0.0137,0,0.0894,0.606,167.954
16xCGcnIhaTEPMTpsKZcpC,Sexyback!,EGOVERT,Sexyback!,51,122181,fearful,0.888,0.454,1,-10.374,1,0.265,0.106,0,0.24,0.888,109.943
4xf0GKQtAJiDpyhgFIB0Gq,0 rischi nel love (feat. tha Supreme) - prod. tha Supreme,Mara Sattei,UNIVERSO,50,153953,fearful,0.806,0.902,1,-4.151,1,0.125,0.00513,0.1,0.032,0.774,123.91
3g6eYNTdSZxRSbF9qiAhCS,Enfant terrible (feat. Belzebass & Stereoliez),Nitro,"Machete Mixtape, Vol. 3",34,191786,fearful,0.808,0.926,6,-3.858,0,0.283,0.0443,0,0.21,0.491,109.921
0h4L5swm3E8BalPjySqNAf,LET IT OFF,Kuma the Third,LET IT OFF,46,177737,fearful,0.818,0.479,1,-9.811,1,0.329,0.189,0.000167,0.13,0.12,120.057
5i2wm0Tc8WXLfd8fKqqSpD,FRENZY,Kuma the Third,FRENZY,43,125361,fearful,0.862,0.577,1,-10.17,1,0.267,0.0388,0.417,0.121,0.376,119.956
51UWKBPispZmU9s7SNWghy,RADAR,Kuma the Third,RADAR,33,108225,fearful,0.681,0.573,1,-12.026,1,0.361,0.0138,0.461,0.0934,0.41,196.043
5crjlaRfQivQCn0TmS3pcu,Bear Trap,XZARKHAN,Bear Trap,33,85714,fearful,0.625,0.954,5,-5.419,1,0.206,0.000197,0,0.478,0.468,84.029
64EA2RKyciBwCuVczLH6Ct,masquerade,siouxxie sixxsta,masquerade,40,144535,fearful,0.608,0.792,9,-5.721,1,0.0355,0.000674,0.653,0.252,0.611,161.104
14QPT5j9O2RTVY6vkh3KUf,Grimoire: Noir ver.1.77,do not resurrect,"Aim To Please, Shoot To Kill",46,125156,fearful,0.675,0.861,1,-4.953,1,0.0649,0.0374,0.00287,0.379,0.337,95.068
56vq3LadBqsia0IfLpaECa,"Aim To Please, Shoot To Kill",do not resurrect,"Aim To Please, Shoot To Kill",45,125160,fearful,0.731,0.856,2,-6.044,1,0.104,0.142,0.00599,0.557,0.418,95.02
3GZwQmeGaNLbvVdb53VQdk,Sarcophagus,do not resurrect,Sarcophagus,42,125055,fearful,0.539,0.728,11,-11.009,1,0.0612,5.7e-05,0.00112,0.0955,0.17,94.989
5g3s4AzGVODP2NIlYo9mwN,HECTIC,Dexndre,HECTIC,38,104883,fearful,0.817,0.945,10,-4.436,0,0.167,0.0226,0.0019,0.283,0.803,110.034
6kRxT8sggyNJ6mYoSKTwCh,2077,do not resurrect,2077,55,135074,fearful,0.757,0.814,6,-6.873,1,0.179,0.0304,0.257,0.131,0.741,118.078
4ORq9YBkNsalTAmmMKgluQ,SAY AHHH!,7xvn,SAY AHHH!,41,91153,fearful,0.887,0.835,7,-6.654,1,0.204,0.00623,0.000272,0.685,0.329,130.028
6ko1zjCx5yudcV7gbiIl2r,NoFaceNoCase.Exe,7xvn,NoFaceNoCase.Exe,41,71328,fearful,0.937,0.611,1,-11.311,1,0.297,0.447,0.726,0.117,0.373,130.0
4K4PzBvPwIeOCxRM7iqxdt,LOSER!,7xvn,LOSER!,34,99459,fearful,0.595,0.955,5,-2.985,1,0.282,0.0157,0.00865,0.226,0.62,111.114
5tEbcJiFciqdvoCjnnySXi,LEASH,7xvn,LEASH,27,74300,fearful,0.6,0.648,7,-9.149,1,0.304,0.0984,0.595,0.117,0.53,130.161
6kkwzB6hXLIONkEk9JciA6,Weightless,Marconi Union,The Ambient Zone Just Music Cafe Vol 4,68,480106,calm,0.139,0.22,2,-19.974,0,0.0324,0.856,0.831,0.17,0.0789,71.432
3BdVeHmCKUrb4LTU0Kpw7Z,The Wider Sun,Jon Hopkins,Insides,0,154933,calm,0.0729,0.211,3,-17.41,1,0.0332,0.895,0.76,0.133,0.0393,79.509
6PJS1eFGk0YTlBoyZGPC2K,Catalina 1943,Loscil,Sea Island,22,394146,calm,0.0855,0.176,2,-21.24,0,0.0393,0.712,0.933,0.0976,0.0377,84.447
6shMq3iAjg2uvn36R4MpYG,Theme,Jóhann Jóhannsson,And In The Endless Pause There Came The Sound Of Bees,0,203000,calm,0.129,0.194,9,-15.064,0,0.0449,0.858,0.816,0.366,0.0655,53.981
0Z5oEza6OKWhXJBVnlCWzl,Radiant City,Robin Guthrie,Bordeaux,39,293480,calm,0.223,0.0828,2,-24.326,1,0.0563,0.99,0.828,0.0828,0.0359,129.825
1Mua0g96hUldJWj00GDsel,Weightless Part 6,Marconi Union,Weightless (Ambient Transmission Vol. 2),55,310146,calm,0.273,0.174,4,-19.513,0,0.0368,0.819,0.963,0.147,0.286,64.758
67ueqG7zQu0621u1bnDNxP,For Years and Years,Helios,Eingya,27,333360,calm,0.147,0.161,1,-19.923,1,0.0369,0.942,0.883,0.116,0.0367,56.985
6ONMIrYmLAF2523vlCQclj,Abandon Window,Jon Hopkins,Immunity,0,297493,calm,0.169,0.187,6,-25.116,1,0.0484,0.82,0.804,0.0974,0.136,127.614
26DfyGCOA7F4AaVtcHIFg5,Girth Rides A (Horse) +,The Dead Texan,The Dead Texan,28,153666,calm,0.157,0.0883,4,-19.964,1,0.0355,0.975,0.849,0.0823,0.0373,79.155
3uPsPTUz3rRLEGtTY16CAx,Sturgeon Bank,Loscil,Sea Island,23,360946,calm,0.522,0.151,5,-23.49,1,0.0362,0.95,0.93,0.0951,0.044,99.992
7bKOKehXTXYiIz5305Cokp,Flicker,Dan Arborise,The Ambient Zone Just Music Cafe Vol 4,34,113466,calm,0.697,0.133,0,-25.484,1,0.0452,0.92,0.928,0.271,0.241,103.796
6oFkHW4OjGo9KhRvGRvKqa,Sense,Digitonal,The Ambient Zone Just Music Cafe Vol 4,37,384120,calm,0.568,0.239,5,-14.44,0,0.0266,0.922,0.728,0.112,0.0893,84.991
1PS4cPiC1jmEf1nZJMulU1,Prelude,O.P.,The Ambient Zone Just Music Cafe Vol 4,36,196800,calm,0.284,0.12,2,-17.04,0,0.0301,0.969,0.926,0.101,0.0535,89.729
067SxShIVLY65pTSTCUck8,Little Rays,Echaskech,The Ambient Zone Just Music Cafe Vol 4,33,465920,calm,0.322,0.43,0,-15.605,1,0.0371,0.897,0.963,0.109,0.0656,160.037
0kNaQSh3Y4zBTxTPcYNGrt,Beneath The Ivy,Loner,The Ambient Zone Just Music Cafe Vol 4,36,118826,calm,0.606,0.0165,0,-18.561,1,0.0567,0.993,0.814,0.143,0.358,61.631
6IEumoHQxZ81JjCTNUm11H,Radiant,Honeyroot,The Ambient Zone Just Music Cafe Vol 4,33,544413,calm,0.592,0.365,2,-14.756,0,0.0281,0.653,0.878,0.411,0.0851,89.997
5TtzwokIS1uyjqmCxIntws,A Drifting Down,Jon Hopkins,The Ambient Zone Just Music Cafe Vol 4,33,398946,calm,0.0634,0.459,5,-15.451,0,0.0423,0.768,0.443,0.178,0.0396,61.229
6DDkZiptbtBbX9gWYaLhEI,Under The Glow,Laki Mera,The Ambient Zone Just Music Cafe Vol 4,32,484280,calm,0.47,0.26,1,-14.407,1,0.0291,0.976,0.949,0.0928,0.0628,136.005
2dQHoAE1ce0fJwovwsUQnl,Seeing Stars,Leo Abrahams,The Ambient Zone Just Music Cafe Vol 4,30,226506,calm,0.209,0.216,10,-14.767,1,0.0347,0.96,0.916,0.341,0.0362,119.791
5ub6xTa8h0f2kohHQVcjwg,Slowtide,Viragi,The Ambient Zone Just Music Cafe Vol 4,30,157906,calm,0.252,0.515,0,-17.049,1,0.0475,0.951,0.946,0.0923,0.26,60.759
386Rlhf3WBUpYwLbqJf22L,Laguna,Andrea Terrano,The Ambient Zone Just Music Cafe Vol 4,30,340880,calm,0.338,0.128,9,-19.95,0,0.0365,0.805,0.919,0.109,0.196,112.827
2eOaJIuBfvoV3UoOE04bss,These European Cities,Marconi Union,Distance,33,432093,calm,0.152,0.317,9,-18.011,0,0.0344,0.89,0.639,0.0845,0.0389,79.64
1iv0m0jeMDOnUMi6TtbM6Z,History,Benn Jordan,Cosmic Wonder (Original Motion Picture Score),15,143080,calm,0.18,0.124,3,-23.246,1,0.0402,0.99,0.985,0.11,0.0426,71.773
5DjNm2iw6u1rwdPWVustEx,Elm,Hammock,Maybe They Will Sing for Us Tomorrow,0,326853,calm,0.0785,0.316,2,-14.861,1,0.0412,0.582,0.957,0.151,0.0498,68.815
4FmxG4JYMDVgaXaZselNRD,Debris,Marconi Union,A Lost Connection,23,292053,calm,0.121,0.169,9,-25.039,0,0.0381,0.864,0.878,0.186,0.04,148.811
